country,year,drought_killed,earthquake_killed,epidemic_killed,flood_killed,storm_killed,total_forest_area,female_bmi,male_bmi,murder_rate
Uzbekistan,1989,,0.0,,,,,,,
Vanuatu,1989,,0.0,,,,,,,
Venezuela,1989,,0.0,,,,,,,
Wallis ,1989,,0.0,,,,,,,
West Germany,1989,,0.0,,,,,,,
Yemen Arab Republic (Former),1989,,0.0,,,,,,,
"Yemen, Rep.",1989,,0.0,,,,,,,
Yugoslavia,1989,,0.0,,,,,,,
Afghanistan,1990,,0.0,,,,,,,
Albania,1990,,0.0,,,,,,,
Algeria,1990,,0.0,,,,,,,
American Samoa,1990,,0.0,,,,,,,
Argentina,1990,,0.0,,,,,,,
Armenia,1990,,0.0,,,,,,,
Australia,1990,,0.0,,,,,,,
Austria,1990,,0.0,,,,,,,
Azerbaijan,1990,,0.0,,,,,,,
Azores,1990,,0.0,,,,,,,
Bangladesh,1990,,0.0,,,,,,,
Barbados,1990,,0.0,,,,,,,
Belgium,1990,,0.0,,,,,,,
Bolivia,1990,,0.0,,,,,,,
Brazil,1990,,0.0,,,,,,,
Bulgaria,1990,,1.0,,,,,,,
Burundi,1990,,0.0,,,,,,,
Chile,1990,,0.0,,,,,,,
China,1990,,127.0,,,,,,,
Colombia,1990,,0.0,,,,,,,
"Congo, Dem. Rep.",1990,,0.0,,,,,,,
"Congo, Rep.",1990,,0.0,,,,,,,
Costa Rica,1990,,1.0,,,,,,,
Croatia,1990,,0.0,,,,,,,
Cuba,1990,,0.0,,,,,,,
Cyprus,1990,,0.0,,,,,,,
Dominica,1990,,0.0,,,,,,,
Dominican Rep.,1990,,0.0,,,,,,,
Ecuador,1990,,4.0,,,,,,,
Egypt,1990,,0.0,,,,,,,
El Salvador,1990,,0.0,,,,,,,
Fiji,1990,,0.0,,,,,,,
Georgia,1990,,0.0,,,,,,,
Germany,1990,,0.0,,,,,,,
Greece,1990,,1.0,,,,,,,
Guadeloupe,1990,,0.0,,,,,,,
Guam,1990,,0.0,,,,,,,
Guatemala,1990,,0.0,,,,,,,
Guinea,1990,,0.0,,,,,,,
Honduras,1990,,0.0,,,,,,,
Iceland,1990,,0.0,,,,,,,
India,1990,,0.0,,,,,,,
Indonesia,1990,,6.0,,,,,,,
Iran,1990,,40021.0,,,,,,,
Iraq,1990,,0.0,,,,,,,
Italy,1990,,21.0,,,,,,,
Japan,1990,,0.0,,,,,,,
Kazakhstan,1990,,0.0,,,,,,,
Kenya,1990,,0.0,,,,,,,
"Korea, Dem. Rep.",1990,,0.0,,,,,,,
Kyrgyzstan,1990,,0.0,,,,,,,
Malawi,1990,,0.0,,,,,,,
Martinique,1990,,0.0,,,,,,,
Mexico,1990,,0.0,,,,,,,
Morocco,1990,,0.0,,,,,,,
Mozambique,1990,,0.0,,,,,,,
Myanmar,1990,,0.0,,,,,,,
Nepal,1990,,0.0,,,,,,,
Netherlands,1990,,0.0,,,,,,,
New Zealand,1990,,0.0,,,,,,,
Nicaragua,1990,,0.0,,,,,,,
Pakistan,1990,,22.0,,,,,,,
Panama,1990,,0.0,,,,,,,
Papua New Guinea,1990,,0.0,,,,,,,
Peru,1990,,200.0,,,,,,,
Philippines,1990,,2417.0,,,,,,,
Poland,1990,,0.0,,,,,,,
Romania,1990,,9.0,,,,,,,
Russia,1990,,0.0,,,,,,,
Rwanda,1990,,0.0,,,,,,,
Saint Lucia,1990,,0.0,,,,,,,
Serbia and Montenegro,1990,,0.0,,,,,,,
Slovenia,1990,,0.0,,,,,,,
Solomon Islands,1990,,0.0,,,,,,,
South Africa,1990,,10.0,,,,,,,
Spain,1990,,0.0,,,,,,,
Sudan,1990,,0.0,,,,,,,
Taiwan,1990,,0.0,,,,,,,
Tajikistan,1990,,0.0,,,,,,,
Tanzania,1990,,0.0,,,,,,,
Thailand,1990,,0.0,,,,,,,
Tonga,1990,,0.0,,,,,,,
Trinidad and Tobago,1990,,0.0,,,,,,,
Turkey,1990,,0.0,,,,,,,
Turkmenistan,1990,,0.0,,,,,,,
Uganda,1990,,0.0,,,,,,,
United Kingdom,1990,,0.0,,,,,,,
United States,1990,,0.0,,,,,,,
USSR,1990,,5.0,,,,,,,
Uzbekistan,1990,,0.0,,,,,,,
Vanuatu,1990,,0.0,,,,,,,
Venezuela,1990,,0.0,,,,,,,
Wallis ,1990,,0.0,,,,,,,
West Germany,1990,,0.0,,,,,,,
Yemen Arab Republic (Former),1990,,0.0,,,,,,,
"Yemen, Rep.",1990,,0.0,,,,,,,
Yugoslavia,1990,,8.0,,,,,,,
Afghanistan,1991,,154.0,,,,,,,
Albania,1991,,0.0,,,,,,,
Algeria,1991,,0.0,,,,,,,
American Samoa,1991,,0.0,,,,,,,
Argentina,1991,,0.0,,,,,,,
Armenia,1991,,0.0,,,,,,,
Australia,1991,,0.0,,,,,,,
Austria,1991,,0.0,,,,,,,
Azerbaijan,1991,,0.0,,,,,,,
Azores,1991,,0.0,,,,,,,
Bangladesh,1991,,0.0,,,,,,,
Barbados,1991,,0.0,,,,,,,
Belgium,1991,,0.0,,,,,,,
Bolivia,1991,,0.0,,,,,,,
Brazil,1991,,0.0,,,,,,,
Bulgaria,1991,,0.0,,,,,,,
Burundi,1991,,0.0,,,,,,,
Chile,1991,,0.0,,,,,,,
China,1991,,1.0,,,,,,,
Colombia,1991,,2.0,,,,,,,
"Congo, Dem. Rep.",1991,,0.0,,,,,,,
"Congo, Rep.",1991,,0.0,,,,,,,
Costa Rica,1991,,47.0,,,,,,,
Croatia,1991,,0.0,,,,,,,
Cuba,1991,,0.0,,,,,,,
Cyprus,1991,,0.0,,,,,,,
Dominica,1991,,0.0,,,,,,,
Dominican Rep.,1991,,0.0,,,,,,,
Ecuador,1991,,0.0,,,,,,,
Egypt,1991,,0.0,,,,,,,
El Salvador,1991,,0.0,,,,,,,
Fiji,1991,,0.0,,,,,,,
Georgia,1991,,8.0,,,,,,,
Germany,1991,,0.0,,,,,,,
Greece,1991,,0.0,,,,,,,
Guadeloupe,1991,,0.0,,,,,,,
Guam,1991,,0.0,,,,,,,
Guatemala,1991,,14.0,,,,,,,
Guinea,1991,,0.0,,,,,,,
Honduras,1991,,0.0,,,,,,,
Iceland,1991,,0.0,,,,,,,
India,1991,,1500.0,,,,,,,
Indonesia,1991,,28.0,,,,,,,
Iran,1991,,0.0,,,,,,,
Iraq,1991,,20.0,,,,,,,
Italy,1991,,0.0,,,,,,,
Japan,1991,,0.0,,,,,,,
Kazakhstan,1991,,0.0,,,,,,,
Kenya,1991,,0.0,,,,,,,
"Korea, Dem. Rep.",1991,,0.0,,,,,,,
Kyrgyzstan,1991,,0.0,,,,,,,
Malawi,1991,,0.0,,,,,,,
Martinique,1991,,0.0,,,,,,,
Mexico,1991,,0.0,,,,,,,
Morocco,1991,,0.0,,,,,,,
Mozambique,1991,,0.0,,,,,,,
Myanmar,1991,,0.0,,,,,,,
Nepal,1991,,0.0,,,,,,,
Netherlands,1991,,0.0,,,,,,,
New Zealand,1991,,0.0,,,,,,,
Nicaragua,1991,,0.0,,,,,,,
Pakistan,1991,,300.0,,,,,,,
Panama,1991,,30.0,,,,,,,
Papua New Guinea,1991,,0.0,,,,,,,
Peru,1991,,64.0,,,,,,,
Philippines,1991,,0.0,,,,,,,
Poland,1991,,0.0,,,,,,,
Romania,1991,,0.0,,,,,,,
Russia,1991,,0.0,,,,,,,
Rwanda,1991,,0.0,,,,,,,
Saint Lucia,1991,,0.0,,,,,,,
Serbia and Montenegro,1991,,0.0,,,,,,,
Slovenia,1991,,0.0,,,,,,,
Solomon Islands,1991,,0.0,,,,,,,
South Africa,1991,,0.0,,,,,,,
Spain,1991,,0.0,,,,,,,
Sudan,1991,,0.0,,,,,,,
Taiwan,1991,,0.0,,,,,,,
Tajikistan,1991,,0.0,,,,,,,
Tanzania,1991,,0.0,,,,,,,
Thailand,1991,,0.0,,,,,,,
Tonga,1991,,0.0,,,,,,,
Trinidad and Tobago,1991,,0.0,,,,,,,
Turkey,1991,,0.0,,,,,,,
Turkmenistan,1991,,0.0,,,,,,,
Uganda,1991,,0.0,,,,,,,
United Kingdom,1991,,0.0,,,,,,,
United States,1991,,2.0,,,,,,,
USSR,1991,,274.0,,,,,,,
Uzbekistan,1991,,0.0,,,,,,,
Vanuatu,1991,,0.0,,,,,,,
Venezuela,1991,,0.0,,,,,,,
Wallis ,1991,,0.0,,,,,,,
West Germany,1991,,0.0,,,,,,,
Yemen Arab Republic (Former),1991,,0.0,,,,,,,
"Yemen, Rep.",1991,,10.0,,,,,,,
Yugoslavia,1991,,0.0,,,,,,,
Afghanistan,1992,,14.0,,,,,,,
Albania,1992,,0.0,,,,,,,
Algeria,1992,,0.0,,,,,,,
American Samoa,1992,,0.0,,,,,,,
Argentina,1992,,0.0,,,,,,,
Armenia,1992,,0.0,,,,,,,
Australia,1992,,0.0,,,,,,,
Austria,1992,,0.0,,,,,,,
Azerbaijan,1992,,0.0,,,,,,,
Azores,1992,,0.0,,,,,,,
Bangladesh,1992,,0.0,,,,,,,
Barbados,1992,,0.0,,,,,,,
Belgium,1992,,0.0,,,,,,,
Bolivia,1992,,0.0,,,,,,,
Brazil,1992,,0.0,,,,,,,
Bulgaria,1992,,0.0,,,,,,,
Burundi,1992,,0.0,,,,,,,
Chile,1992,,0.0,,,,,,,
China,1992,,0.0,,,,,,,
Colombia,1992,,11.0,,,,,,,
"Congo, Dem. Rep.",1992,,9.0,,,,,,,
"Congo, Rep.",1992,,0.0,,,,,,,
Costa Rica,1992,,0.0,,,,,,,
Croatia,1992,,0.0,,,,,,,
Cuba,1992,,0.0,,,,,,,
Cyprus,1992,,0.0,,,,,,,
Dominica,1992,,0.0,,,,,,,
Dominican Rep.,1992,,0.0,,,,,,,
Ecuador,1992,,0.0,,,,,,,
Egypt,1992,,552.0,,,,,,,
El Salvador,1992,,0.0,,,,,,,
Fiji,1992,,0.0,,,,,,,
Georgia,1992,,1.0,,,,,,,
Germany,1992,,1.0,,,,,,,
Greece,1992,,0.0,,,,,,,
Guadeloupe,1992,,0.0,,,,,,,
Guam,1992,,0.0,,,,,,,
Guatemala,1992,,0.0,,,,,,,
Guinea,1992,,0.0,,,,,,,
Honduras,1992,,0.0,,,,,,,
Iceland,1992,,0.0,,,,,,,
India,1992,,0.0,,,,,,,
Indonesia,1992,,2500.0,,,,,,,
Iran,1992,,5.0,,,,,,,
Iraq,1992,,0.0,,,,,,,
Italy,1992,,0.0,,,,,,,
Japan,1992,,0.0,,,,,,,
Kazakhstan,1992,,0.0,,,,,,,
Kenya,1992,,0.0,,,,,,,
"Korea, Dem. Rep.",1992,,0.0,,,,,,,
Kyrgyzstan,1992,,58.0,,,,,,,
Malawi,1992,,0.0,,,,,,,
Martinique,1992,,0.0,,,,,,,
Mexico,1992,,0.0,,,,,,,
Morocco,1992,,0.0,,,,,,,
Mozambique,1992,,0.0,,,,,,,
Myanmar,1992,,0.0,,,,,,,
Nepal,1992,,0.0,,,,,,,
Netherlands,1992,,0.0,,,,,,,
New Zealand,1992,,0.0,,,,,,,
Nicaragua,1992,,179.0,,,,,,,
Pakistan,1992,,40.0,,,,,,,
Panama,1992,,0.0,,,,,,,
Papua New Guinea,1992,,0.0,,,,,,,
Peru,1992,,0.0,,,,,,,
Philippines,1992,,0.0,,,,,,,
Poland,1992,,0.0,,,,,,,
Romania,1992,,0.0,,,,,,,
Russia,1992,,0.0,,,,,,,
Rwanda,1992,,0.0,,,,,,,
Saint Lucia,1992,,0.0,,,,,,,
Serbia and Montenegro,1992,,0.0,,,,,,,
Slovenia,1992,,0.0,,,,,,,
Solomon Islands,1992,,0.0,,,,,,,
South Africa,1992,,0.0,,,,,,,
Spain,1992,,0.0,,,,,,,
Sudan,1992,,0.0,,,,,,,
Taiwan,1992,,0.0,,,,,,,
Tajikistan,1992,,0.0,,,,,,,
Tanzania,1992,,0.0,,,,,,,
Thailand,1992,,0.0,,,,,,,
Tonga,1992,,0.0,,,,,,,
Trinidad and Tobago,1992,,0.0,,,,,,,
Turkey,1992,,653.0,,,,,,,
Turkmenistan,1992,,0.0,,,,,,,
Uganda,1992,,0.0,,,,,,,
United Kingdom,1992,,0.0,,,,,,,
United States,1992,,1.0,,,,,,,
USSR,1992,,0.0,,,,,,,
Uzbekistan,1992,,9.0,,,,,,,
Vanuatu,1992,,0.0,,,,,,,
Venezuela,1992,,0.0,,,,,,,
Wallis ,1992,,0.0,,,,,,,
West Germany,1992,,0.0,,,,,,,
Yemen Arab Republic (Former),1992,,0.0,,,,,,,
"Yemen, Rep.",1992,,0.0,,,,,,,
Yugoslavia,1992,,0.0,,,,,,,
Afghanistan,1993,,0.0,,,,,,,
Albania,1993,,0.0,,,,,,,
Algeria,1993,,0.0,,,,,,,
American Samoa,1993,,0.0,,,,,,,
Argentina,1993,,0.0,,,,,,,
Armenia,1993,,0.0,,,,,,,
Australia,1993,,0.0,,,,,,,
Austria,1993,,0.0,,,,,,,
Azerbaijan,1993,,0.0,,,,,,,
Azores,1993,,0.0,,,,,,,
Bangladesh,1993,,0.0,,,,,,,
Barbados,1993,,0.0,,,,,,,
Belgium,1993,,0.0,,,,,,,
Bolivia,1993,,0.0,,,,,,,
Brazil,1993,,0.0,,,,,,,
Bulgaria,1993,,0.0,,,,,,,
Burundi,1993,,0.0,,,,,,,
Chile,1993,,0.0,,,,,,,
China,1993,,0.0,,,,,,,
Colombia,1993,,2.0,,,,,,,
"Congo, Dem. Rep.",1993,,0.0,,,,,,,
"Congo, Rep.",1993,,0.0,,,,,,,
Costa Rica,1993,,3.0,,,,,,,
Croatia,1993,,0.0,,,,,,,
Cuba,1993,,0.0,,,,,,,
Cyprus,1993,,0.0,,,,,,,
Dominica,1993,,0.0,,,,,,,
Dominican Rep.,1993,,0.0,,,,,,,
Ecuador,1993,,0.0,,,,,,,
Egypt,1993,,0.0,,,,,,,
El Salvador,1993,,0.0,,,,,,,
Fiji,1993,,0.0,,,,,,,
Georgia,1993,,0.0,,,,,,,
Germany,1993,,0.0,,,,,,,
Greece,1993,,1.0,,,,,,,
Guadeloupe,1993,,0.0,,,,,,,
Guam,1993,,0.0,,,,,,,
Guatemala,1993,,0.0,,,,,,,
Guinea,1993,,0.0,,,,,,,
Honduras,1993,,0.0,,,,,,,
Iceland,1993,,0.0,,,,,,,
India,1993,,9748.0,,,,,,,
Indonesia,1993,,0.0,,,,,,,
Iran,1993,,24.0,,,,,,,
Iraq,1993,,0.0,,,,,,,
Italy,1993,,0.0,,,,,,,
Japan,1993,,241.0,,,,,,,
Kazakhstan,1993,,0.0,,,,,,,
Kenya,1993,,0.0,,,,,,,
"Korea, Dem. Rep.",1993,,0.0,,,,,,,
Kyrgyzstan,1993,,0.0,,,,,,,
Malawi,1993,,0.0,,,,,,,
Martinique,1993,,0.0,,,,,,,
Mexico,1993,,0.0,,,,,,,
Morocco,1993,,0.0,,,,,,,
Mozambique,1993,,0.0,,,,,,,
Myanmar,1993,,0.0,,,,,,,
Nepal,1993,,0.0,,,,,,,
Netherlands,1993,,0.0,,,,,,,
New Zealand,1993,,0.0,,,,,,,
Nicaragua,1993,,0.0,,,,,,,
Pakistan,1993,,0.0,,,,,,,
Panama,1993,,0.0,,,,,,,
Papua New Guinea,1993,,53.0,,,,,,,
Peru,1993,,6.0,,,,,,,
Philippines,1993,,0.0,,,,,,,
Poland,1993,,0.0,,,,,,,
Romania,1993,,0.0,,,,,,,
Russia,1993,,0.0,,,,,,,
Rwanda,1993,,0.0,,,,,,,
Saint Lucia,1993,,0.0,,,,,,,
Serbia and Montenegro,1993,,0.0,,,,,,,
Slovenia,1993,,0.0,,,,,,,
Solomon Islands,1993,,0.0,,,,,,,
South Africa,1993,,0.0,,,,,,,
Spain,1993,,0.0,,,,,,,
Sudan,1993,,3.0,,,,,,,
Taiwan,1993,,0.0,,,,,,,
Tajikistan,1993,,0.0,,,,,,,
Tanzania,1993,,0.0,,,,,,,
Thailand,1993,,0.0,,,,,,,
Tonga,1993,,0.0,,,,,,,
Trinidad and Tobago,1993,,0.0,,,,,,,
Turkey,1993,,0.0,,,,,,,
Turkmenistan,1993,,0.0,,,,,,,
Uganda,1993,,0.0,,,,,,,
United Kingdom,1993,,0.0,,,,,,,
United States,1993,,2.0,,,,,,,
USSR,1993,,0.0,,,,,,,
Uzbekistan,1993,,0.0,,,,,,,
Vanuatu,1993,,0.0,,,,,,,
Venezuela,1993,,0.0,,,,,,,
Wallis ,1993,,5.0,,,,,,,
West Germany,1993,,0.0,,,,,,,
Yemen Arab Republic (Former),1993,,0.0,,,,,,,
"Yemen, Rep.",1993,,0.0,,,,,,,
Yugoslavia,1993,,0.0,,,,,,,
Afghanistan,1994,,160.0,,,,,,,
Albania,1994,,0.0,,,,,,,
Algeria,1994,,171.0,,,,,,,
American Samoa,1994,,0.0,,,,,,,
Argentina,1994,,0.0,,,,,,,
Armenia,1994,,0.0,,,,,,,
Australia,1994,,0.0,,,,,,,
Austria,1994,,0.0,,,,,,,
Azerbaijan,1994,,0.0,,,,,,,
Azores,1994,,0.0,,,,,,,
Bangladesh,1994,,0.0,,,,,,,
Barbados,1994,,0.0,,,,,,,
Belgium,1994,,0.0,,,,,,,
Bolivia,1994,,5.0,,,,,,,
Brazil,1994,,0.0,,,,,,,
Bulgaria,1994,,0.0,,,,,,,
Burundi,1994,,0.0,,,,,,,
Chile,1994,,0.0,,,,,,,
China,1994,,1.0,,,,,,,
Colombia,1994,,271.0,,,,,,,
"Congo, Dem. Rep.",1994,,0.0,,,,,,,
"Congo, Rep.",1994,,0.0,,,,,,,
Costa Rica,1994,,0.0,,,,,,,
Croatia,1994,,0.0,,,,,,,
Cuba,1994,,0.0,,,,,,,
Cyprus,1994,,0.0,,,,,,,
Dominica,1994,,0.0,,,,,,,
Dominican Rep.,1994,,0.0,,,,,,,
Ecuador,1994,,0.0,,,,,,,
Egypt,1994,,0.0,,,,,,,
El Salvador,1994,,0.0,,,,,,,
Fiji,1994,,0.0,,,,,,,
Georgia,1994,,0.0,,,,,,,
Germany,1994,,0.0,,,,,,,
Greece,1994,,0.0,,,,,,,
Guadeloupe,1994,,0.0,,,,,,,
Guam,1994,,0.0,,,,,,,
Guatemala,1994,,0.0,,,,,,,
Guinea,1994,,0.0,,,,,,,
Honduras,1994,,0.0,,,,,,,
Iceland,1994,,0.0,,,,,,,
India,1994,,0.0,,,,,,,
Indonesia,1994,,454.0,,,,,,,
Iran,1994,,14.0,,,,,,,
Iraq,1994,,0.0,,,,,,,
Italy,1994,,0.0,,,,,,,
Japan,1994,,7.0,,,,,,,
Kazakhstan,1994,,0.0,,,,,,,
Kenya,1994,,0.0,,,,,,,
"Korea, Dem. Rep.",1994,,0.0,,,,,,,
Kyrgyzstan,1994,,0.0,,,,,,,
Malawi,1994,,0.0,,,,,,,
Martinique,1994,,0.0,,,,,,,
Mexico,1994,,0.0,,,,,,,
Morocco,1994,,0.0,,,,,,,
Mozambique,1994,,0.0,,,,,,,
Myanmar,1994,,0.0,,,,,,,
Nepal,1994,,0.0,,,,,,,
Netherlands,1994,,0.0,,,,,,,
New Zealand,1994,,0.0,,,,,,,
Nicaragua,1994,,0.0,,,,,,,
Pakistan,1994,,0.0,,,,,,,
Panama,1994,,0.0,,,,,,,
Papua New Guinea,1994,,0.0,,,,,,,
Peru,1994,,0.0,,,,,,,
Philippines,1994,,81.0,,,,,,,
Poland,1994,,0.0,,,,,,,
Romania,1994,,0.0,,,,,,,
Russia,1994,,11.0,,,,,,,
Rwanda,1994,,0.0,,,,,,,
Saint Lucia,1994,,0.0,,,,,,,
Serbia and Montenegro,1994,,0.0,,,,,,,
Slovenia,1994,,0.0,,,,,,,
Solomon Islands,1994,,0.0,,,,,,,
South Africa,1994,,0.0,,,,,,,
Spain,1994,,0.0,,,,,,,
Sudan,1994,,0.0,,,,,,,
Taiwan,1994,,0.0,,,,,,,
Tajikistan,1994,,0.0,,,,,,,
Tanzania,1994,,0.0,,,,,,,
Thailand,1994,,0.0,,,,,,,
Tonga,1994,,0.0,,,,,,,
Trinidad and Tobago,1994,,0.0,,,,,,,
Turkey,1994,,0.0,,,,,,,
Turkmenistan,1994,,0.0,,,,,,,
Uganda,1994,,7.0,,,,,,,
United Kingdom,1994,,0.0,,,,,,,
United States,1994,,60.0,,,,,,,
USSR,1994,,0.0,,,,,,,
Uzbekistan,1994,,0.0,,,,,,,
Vanuatu,1994,,0.0,,,,,,,
Venezuela,1994,,0.0,,,,,,,
Wallis ,1994,,0.0,,,,,,,
West Germany,1994,,0.0,,,,,,,
Yemen Arab Republic (Former),1994,,0.0,,,,,,,
"Yemen, Rep.",1994,,0.0,,,,,,,
Yugoslavia,1994,,0.0,,,,,,,
Afghanistan,1995,,0.0,,,,,,,
Albania,1995,,0.0,,,,,,,
Algeria,1995,,0.0,,,,,,,
American Samoa,1995,,0.0,,,,,,,
Argentina,1995,,0.0,,,,,,,
Armenia,1995,,0.0,,,,,,,
Australia,1995,,0.0,,,,,,,
Austria,1995,,0.0,,,,,,,
Azerbaijan,1995,,0.0,,,,,,,
Azores,1995,,0.0,,,,,,,
Bangladesh,1995,,0.0,,,,,,,
Barbados,1995,,0.0,,,,,,,
Belgium,1995,,0.0,,,,,,,
Bolivia,1995,,0.0,,,,,,,
Brazil,1995,,0.0,,,,,,,
Bulgaria,1995,,0.0,,,,,,,
Burundi,1995,,0.0,,,,,,,
Chile,1995,,3.0,,,,,,,
China,1995,,71.0,,,,,,,
Colombia,1995,,55.0,,,,,,,
"Congo, Dem. Rep.",1995,,0.0,,,,,,,
"Congo, Rep.",1995,,0.0,,,,,,,
Costa Rica,1995,,0.0,,,,,,,
Croatia,1995,,0.0,,,,,,,
Cuba,1995,,0.0,,,,,,,
Cyprus,1995,,2.0,,,,,,,
Dominica,1995,,0.0,,,,,,,
Dominican Rep.,1995,,0.0,,,,,,,
Ecuador,1995,,3.0,,,,,,,
Egypt,1995,,10.0,,,,,,,
El Salvador,1995,,0.0,,,,,,,
Fiji,1995,,0.0,,,,,,,
Georgia,1995,,0.0,,,,,,,
Germany,1995,,0.0,,,,,,,
Greece,1995,,52.0,,,,,,,
Guadeloupe,1995,,0.0,,,,,,,
Guam,1995,,0.0,,,,,,,
Guatemala,1995,,0.0,,,,,,,
Guinea,1995,,0.0,,,,,,,
Honduras,1995,,0.0,,,,,,,
Iceland,1995,,0.0,,,,,,,
India,1995,,0.0,,,,,,,
Indonesia,1995,,99.0,,,,,,,
Iran,1995,,0.0,,,,,,,
Iraq,1995,,0.0,,,,,,,
Italy,1995,,0.0,,,,,,,
Japan,1995,,5297.0,,,,,,,
Kazakhstan,1995,,0.0,,,,,,,
Kenya,1995,,0.0,,,,,,,
"Korea, Dem. Rep.",1995,,0.0,,,,,,,
Kyrgyzstan,1995,,0.0,,,,,,,
Malawi,1995,,0.0,,,,,,,
Martinique,1995,,0.0,,,,,,,
Mexico,1995,,64.0,,,,,,,
Morocco,1995,,0.0,,,,,,,
Mozambique,1995,,0.0,,,,,,,
Myanmar,1995,,0.0,,,,,,,
Nepal,1995,,0.0,,,,,,,
Netherlands,1995,,0.0,,,,,,,
New Zealand,1995,,0.0,,,,,,,
Nicaragua,1995,,0.0,,,,,,,
Pakistan,1995,,0.0,,,,,,,
Panama,1995,,0.0,,,,,,,
Papua New Guinea,1995,,0.0,,,,,,,
Peru,1995,,0.0,,,,,,,
Philippines,1995,,0.0,,,,,,,
Poland,1995,,0.0,,,,,,,
Romania,1995,,0.0,,,,,,,
Russia,1995,,1989.0,,,,,,,
Rwanda,1995,,0.0,,,,,,,
Saint Lucia,1995,,0.0,,,,,,,
Serbia and Montenegro,1995,,0.0,,,,,,,
Slovenia,1995,,0.0,,,,,,,
Solomon Islands,1995,,0.0,,,,,,,
South Africa,1995,,0.0,,,,,,,
Spain,1995,,0.0,,,,,,,
Sudan,1995,,0.0,,,,,,,
Taiwan,1995,,0.0,,,,,,,
Tajikistan,1995,,0.0,,,,,,,
Tanzania,1995,,0.0,,,,,,,
Thailand,1995,,0.0,,,,,,,
Tonga,1995,,0.0,,,,,,,
Trinidad and Tobago,1995,,0.0,,,,,,,
Turkey,1995,,94.0,,,,,,,
Turkmenistan,1995,,0.0,,,,,,,
Uganda,1995,,0.0,,,,,,,
United Kingdom,1995,,0.0,,,,,,,
United States,1995,,0.0,,,,,,,
USSR,1995,,0.0,,,,,,,
Uzbekistan,1995,,0.0,,,,,,,
Vanuatu,1995,,0.0,,,,,,,
Venezuela,1995,,0.0,,,,,,,
Wallis ,1995,,0.0,,,,,,,
West Germany,1995,,0.0,,,,,,,
Yemen Arab Republic (Former),1995,,0.0,,,,,,,
"Yemen, Rep.",1995,,0.0,,,,,,,
Yugoslavia,1995,,0.0,,,,,,,
Afghanistan,1996,,0.0,,,,,,,
Albania,1996,,0.0,,,,,,,
Algeria,1996,,0.0,,,,,,,
American Samoa,1996,,0.0,,,,,,,
Argentina,1996,,0.0,,,,,,,
Armenia,1996,,0.0,,,,,,,
Australia,1996,,0.0,,,,,,,
Austria,1996,,0.0,,,,,,,
Azerbaijan,1996,,0.0,,,,,,,
Azores,1996,,0.0,,,,,,,
Bangladesh,1996,,0.0,,,,,,,
Barbados,1996,,0.0,,,,,,,
Belgium,1996,,0.0,,,,,,,
Bolivia,1996,,0.0,,,,,,,
Brazil,1996,,0.0,,,,,,,
Bulgaria,1996,,0.0,,,,,,,
Burundi,1996,,0.0,,,,,,,
Chile,1996,,0.0,,,,,,,
China,1996,,353.0,,,,,,,
Colombia,1996,,0.0,,,,,,,
"Congo, Dem. Rep.",1996,,0.0,,,,,,,
"Congo, Rep.",1996,,0.0,,,,,,,
Costa Rica,1996,,0.0,,,,,,,
Croatia,1996,,0.0,,,,,,,
Cuba,1996,,0.0,,,,,,,
Cyprus,1996,,0.0,,,,,,,
Dominica,1996,,0.0,,,,,,,
Dominican Rep.,1996,,0.0,,,,,,,
Ecuador,1996,,27.0,,,,,,,
Egypt,1996,,0.0,,,,,,,
El Salvador,1996,,0.0,,,,,,,
Fiji,1996,,0.0,,,,,,,
Georgia,1996,,0.0,,,,,,,
Germany,1996,,0.0,,,,,,,
Greece,1996,,0.0,,,,,,,
Guadeloupe,1996,,0.0,,,,,,,
Guam,1996,,0.0,,,,,,,
Guatemala,1996,,0.0,,,,,,,
Guinea,1996,,0.0,,,,,,,
Honduras,1996,,0.0,,,,,,,
Iceland,1996,,0.0,,,,,,,
India,1996,,0.0,,,,,,,
Indonesia,1996,,175.0,,,,,,,
Iran,1996,,0.0,,,,,,,
Iraq,1996,,0.0,,,,,,,
Italy,1996,,0.0,,,,,,,
Japan,1996,,0.0,,,,,,,
Kazakhstan,1996,,0.0,,,,,,,
Kenya,1996,,0.0,,,,,,,
"Korea, Dem. Rep.",1996,,0.0,,,,,,,
Kyrgyzstan,1996,,0.0,,,,,,,
Malawi,1996,,0.0,,,,,,,
Martinique,1996,,0.0,,,,,,,
Mexico,1996,,0.0,,,,,,,
Morocco,1996,,0.0,,,,,,,
Mozambique,1996,,0.0,,,,,,,
Myanmar,1996,,0.0,,,,,,,
Nepal,1996,,0.0,,,,,,,
Netherlands,1996,,0.0,,,,,,,
New Zealand,1996,,0.0,,,,,,,
Nicaragua,1996,,0.0,,,,,,,
Pakistan,1996,,0.0,,,,,,,
Panama,1996,,0.0,,,,,,,
Papua New Guinea,1996,,0.0,,,,,,,
Peru,1996,,14.0,,,,,,,
Philippines,1996,,0.0,,,,,,,
Poland,1996,,0.0,,,,,,,
Romania,1996,,0.0,,,,,,,
Russia,1996,,0.0,,,,,,,
Rwanda,1996,,0.0,,,,,,,
Saint Lucia,1996,,0.0,,,,,,,
Serbia and Montenegro,1996,,0.0,,,,,,,
Slovenia,1996,,0.0,,,,,,,
